stock_id,date,DlyPrc,DlyRet,DlyRetx,datadate,rdq,fyearq,fqtr,datacqtr,atq,ltq,niq,epspxq,fincfy,ivncfy,oancfy,fincfq,ivncfq,oancfq,annual_volatility,momentum_1m,momentum_12m_ex_1m,accruals,roa,roe,qoe,delta_roa,delta_roe,delta_qoe,delta_accruals,z_momentum_12m_ex_1m,z_delta_roa,z_delta_roe,z_delta_qoe,z_delta_accruals,FM_Score,z_FM_Score,Twin_Score
stock_69,2022-12-30,74.19,-0.007492,-0.007492,2022-09-30,2022-10-20,2022.0,3.0,2022Q3,40259.321,20523.936,2.296,0.0,-4033.001,-186.783,5621.118,-1624.275,-85.38699999999999,982.9260000000004,0.4880303145239386,-0.179439177068947,-0.2851322816192155,-0.0243578375303448,5.703027132524167e-05,0.0001163392556061,428.1036585365856,0.0007630614150019,0.0014940867469694,492.3941698828245,0.0217392968666815,-0.8903044691202842,0.0731537684974953,0.0663560946084899,17.777165108784043,0.6906237424790761,17.226051229410952,10.836838381159764,9.94653391203948
stock_455,2022-12-30,45.05,-0.001317,-0.011194,2022-09-30,2022-11-03,2022.0,3.0,2022Q3,24300.411,13609.704,1.256,0.01,-124.956,-725.321,852.91,-112.01,-166.06100000000004,300.278,0.3048022759173797,-0.0221396281222109,-0.0716078047274242,-0.0123052239733723,5.168636859681098e-05,0.0001174852140274,239.0748407643312,0.0017739428673073,0.004013888793839,245.6308337858325,0.0007081341121195,-0.1560826173087224,0.1079875693729716,0.0678289701297595,8.848492777217036,0.1392586240789662,8.885050692640801,5.5895490546414965,5.433466437332774
stock_155,2022-12-30,33.83,-0.001181,-0.001181,2022-09-30,2022-10-26,2022.0,3.0,2022Q3,22541.137,12882.536,683.67,1.85,-1411.042,-1017.138,2401.758,-596.8689999999999,-509.453,1150.1179999999997,0.5191810992424444,-0.1754273810086675,0.94795631663371,-0.0206931886355155,0.0303298808751306,0.0707835430824816,1.6822706861497505,-0.0090731002671937,-0.0272750019924296,1.4237659950088997,-0.0499103143076145,3.349774266751292,-0.265788940002308,0.0495399773955784,0.0123142595948053,-1.187783876227999,0.9838491732160748,0.6189354913432962,3.968709758094588
stock_151,2022-12-30,129.52,0.006919,0.006919,2022-09-30,2022-11-03,2022.0,3.0,2022Q3,40487.0,16638.0,2854.0,4.9,-3926.0,-3659.0,7649.0,-1357.0,-1216.0,4773.0,0.424392705463005,-0.0765663898794385,0.802815402918508,-0.0473979301998172,0.0704917627880554,0.1196695878233888,1.6723896285914506,0.0118116715428732,0.0193648190890755,0.7572868582607982,-0.0523797073832777,2.8506950417704364,0.4538760423777177,0.0768019009552815,-0.0118010483029223,-1.2525229123635129,1.7713998073935897,1.114380374555422,3.9650754163258575
stock_216,2022-12-30,512.19,-0.001968,-0.001968,2022-09-30,2022-11-02,2022.0,3.0,2022Q3,50765.0,34448.0,1195.0,9.45,444.0,6.0,9714.0,-1791.0,1676.0,8453.0,0.2598463586743256,-0.0671471284690213,0.3521793328833542,-0.1429725204373091,0.0235398404412488,0.0732365018079303,7.073640167364017,0.0086743983224962,0.0283622271464216,5.695766604145627,-0.1373552628550793,1.3011450573816674,0.3457692506254761,0.0820610688724607,0.1668886556235736,-3.480291188925498,4.075010164047009,2.5635722291341887,3.864717286515856
stock_304,2022-12-30,27.07,0.010829,0.010829,2022-09-30,2022-11-02,2022.0,3.0,2022Q3,17858.0,6671.0,817.0,1.22,-2677.0,-1095.0,4301.0,-1188.0,-421.0,1556.0,0.4703200417013605,-0.1162273500529753,1.0970520907510766,-0.0413820136633441,0.0457498040094075,0.0730311969250022,1.9045287637698896,-0.0070774955640365,-0.0107357125443005,0.1674687223620221,-0.0024451220522755,3.862452611469623,-0.1970227194950364,0.0592075283040337,-0.0331425204760246,0.0565910379489263,-0.2275487496159537,-0.1431499878052668,3.719302623664357
stock_203,2022-12-30,141.82,0.006815,0.006815,2022-09-30,2022-10-26,2022.0,3.0,2022Q3,21643.0,13449.0,515.0,1.67,-1113.0,-1908.0,2692.0,-387.0,-727.0,1339.0,0.4272022317742626,-0.0117434495538574,1.0923923683532943,-0.0380723559580464,0.023795222473779,0.0628508664876739,2.6,-0.0076967510861832,-0.023124900462571,0.3376311844077961,0.0016821294055041,3.846429764545328,-0.2183615456257366,0.0519657961068958,-0.0269855082927307,0.1647934476417579,-0.3581747054533294,-0.2253262424176571,3.621103522127671
stock_98,2022-12-30,118.0,0.013833,0.013833,2022-09-30,2022-11-03,2022.0,3.0,2022Q3,94837.0,45758.0,4527.0,3.56,-12545.0,-5807.0,21722.0,-4330.0,-3105.0,8740.0,0.4042293004827557,-0.0388968658168088,0.9988245644020042,-0.0444235899490705,0.0477345339898984,0.0922390431752888,1.930638391870996,-0.0071788533496039,-0.0102469135595025,0.392445972045923,-0.0148696211360322,3.524689010103051,-0.2005153910754499,0.0594932412474075,-0.0250021371587268,-0.2691368111635331,0.1031125241767639,0.0648676672729963,3.5895566773760472
stock_475,2022-12-30,110.3,0.010073,0.010073,2022-09-30,2022-10-28,2022.0,3.0,2022Q3,370152.0,177109.0,19660.0,4.68,-25177.0,-9387.0,59176.0,-9793.0,-2378.0,24425.0,0.3453900107310265,-0.0093416631375634,0.9358320214911424,-0.0128730899738485,0.0531133156108841,0.1018425946550768,1.2423702950152593,0.0045780738591561,0.0050988220273317,0.1239949448752033,-0.0071277137373555,3.308083859351314,0.2046146668195169,0.0684631356602656,-0.0347155382522257,-0.0661704921192781,0.3045327563468349,0.191580311607642,3.499664170958956
stock_394,2022-12-30,53.46,0.010395,0.010395,2022-09-30,2022-10-21,2022.0,3.0,2022Q3,44093.0,26582.0,908.0,0.64,-538.0,-1116.0,2106.0,-180.0,-1083.0,1567.0,0.4633470236677752,0.040619934458985,0.8384071046341639,-0.0149456829882294,0.0205928378654208,0.0518531208954371,1.725770925110132,-0.001799578133832,-0.0058310896308785,1.3003277551414147,-0.0278113985415018,2.9730800981498824,-0.0151518142749703,0.0620743801026548,0.0078478764829765,-0.6084259277354074,0.6631963700460685,0.4172141242033695,3.390294222353252
stock_113,2022-12-30,24.57,0.002039,0.002039,2022-09-30,2022-11-03,2022.0,3.0,2022Q3,20305.0,7635.0,1196.0,1.51,-3047.0,-1183.0,3972.0,-1610.0,-442.0,1771.0,0.4352035762056209,-0.1196727290514508,0.7038979914859198,-0.0283181482393499,0.0589017483378478,0.0943962115232833,1.4807692307692308,-0.0006226377715142,-0.0063249817237252,0.7655536083119485,-0.0452697634861169,2.510559212587505,0.0254041837896783,0.0617856901340891,-0.011501931328654,-1.0661245137383168,1.1418124563334302,0.7183095467494173,3.2288687593369225
stock_198,2022-12-30,39.35,0.012349,0.012349,2022-09-30,2022-10-25,2022.0,3.0,2022Q3,22563.0,14918.0,544.0,0.6,-1455.0,-578.0,1079.0,-712.0,-230.0,753.0,0.4808891128471707,0.0249720317625072,0.7998030571415078,-0.0092629526215485,0.0241102690245091,0.0711576193590582,1.3841911764705883,0.0192539535867725,0.0559085986539659,-2.0653501079330816,0.0026327925332744,2.8403368377514813,0.7103284386355582,0.0981624830068226,-0.1139329167592945,0.1897165816652438,0.5048414232178424,0.3175936747584787,3.15793051250996
stock_404,2022-12-30,97.7,-0.007215,-0.007215,2022-09-30,2022-10-19,2022.0,3.0,2022Q3,14047.698,6112.493,914.325,5.07,-1729.964,-1410.383,3316.975,-564.595,-518.148,1496.155,0.422845809745009,-0.0540869624739757,0.7341448447885586,-0.041418173995483,0.0650871765608856,0.1152238663021308,1.6363492193694802,-0.0231292279092071,-0.0450055184153574,0.8080670591682821,-0.0565665044059046,2.6145655586823864,-0.7501467746876213,0.0391761301039858,-0.0099636611853489,-1.362286403000626,0.6413520972316417,0.403471981509649,3.018037540192036
stock_6,2022-12-30,62.78,-0.005229,-0.005229,2022-09-30,2022-10-26,2022.0,3.0,2022Q3,46337.104,34533.086,17.101,0.02,-703.877,-2106.721,2833.717,-21.760999999999967,-1291.119,1379.749,0.2681473467355936,0.0479060779338131,0.3076539994341665,-0.0294072758625571,0.0003690562966559,0.0014487439785334,80.68235775685633,-0.008475019126021,-0.0310913482874969,78.45058233790613,-0.0185133611535621,1.1480409577792734,-0.2451797584494373,0.0473092454038826,2.7993863374305343,-0.3646632054780276,2.9661790298630075,1.866011097269321,3.0140520550485945
stock_10,2022-12-30,92.85,-0.002899,-0.002899,2022-09-30,2022-10-25,2022.0,3.0,2022Q3,58304.0,33985.0,1031.0,1.84,-2364.0,-948.0,3348.0,-3855.0,-301.0,4023.0,0.3064717812705395,-0.043675687395517,0.5118690390750364,-0.0513172338090011,0.0176831778265642,0.042394835313952,3.9020368574199806,-0.0023077647884321,-0.0076720014827426,3.472425206934544,-0.0627198345724092,1.850251527525225,-0.0326633362180697,0.0609983297014759,0.08644118262822,-1.5236056631577377,1.6383818392693636,1.0306993147956929,2.8809508423209174
stock_37,2022-12-30,46.68,0.016772,0.016772,2022-09-30,2022-11-02,2022.0,3.0,2022Q3,13629.0,12078.0,422.0,1.28,-2670.0,-894.0,3530.0,-208.0,-910.0,1104.0,0.5174095917462072,-0.0036290099243531,1.0869114087857343,-0.0500403551251008,0.0309633868955902,0.2720825274016763,2.6161137440758293,-0.0406862571774522,-0.3431998646249017,0.958446357466758,-0.0029187209561128,3.8275830246212794,-1.3551416136969034,-0.1351245272268784,-0.0045224659851417,0.0441748953544435,-1.5389635022633672,-0.9681556455641632,2.859427379057115
stock_21,2022-12-30,216.86,-0.002805,-0.002805,2022-09-30,2022-11-02,2022.0,3.0,2022Q3,13828.502,6863.875,897.215,7.66,911.251,-813.309,955.602,-65.27800000000002,-313.337,895.2909999999999,0.4831271703788729,-0.2122728569677474,0.3828516774874537,0.0001391329299442,0.0648815757484071,0.1288245587308552,0.997855586453637,0.0323927704741369,0.0642674068615016,1.35644625004242,-0.0439998545868334,1.4066144910618024,1.163076810019804,0.1030483763297372,0.0098784198393641,-1.0328318480506375,2.308835454239543,1.4524789421017583,2.8590934331635607
stock_341,2022-12-30,62.99,0.0114,0.0114,2022-09-30,2022-11-08,2022.0,3.0,2022Q3,72144.0,43424.0,2746.0,2.74,-11385.0,-2974.0,12835.0,-3370.0,-1019.0,4267.0,0.4729007349527166,-0.0916568688284867,0.8836990416898258,-0.0210828343313373,0.0380627633621645,0.0956128133704735,1.5538965768390387,-0.0125293871073791,-0.0393135251131772,0.1347221427511558,0.0001241017110225,3.128820228654889,-0.384888570611788,0.042503215901232,-0.0343273945499027,0.1239472930917863,-0.500660042352245,-0.3149631851560103,2.8138570434988788
stock_137,2022-12-30,61.51,0.0077,0.0077,2022-09-30,2022-11-01,2022.0,3.0,2022Q3,23557.0,12550.0,1893.0,2.89,-3273.0,-4294.0,6619.0,-1143.0,-3098.0,2104.0,0.4752703442977846,-0.0819816282959273,0.9062809494032658,-0.0089569979199388,0.0803582799167975,0.171981466339602,1.1114632857897515,-0.0029391245843665,-0.0169487116381018,-0.2746650785994824,0.0232064926379641,3.206470015415411,-0.0544192615663897,0.0555759040300958,-0.0491403096854551,0.729088594831279,-0.777072262053028,-0.4888529821607206,2.7176170332546903
stock_300,2022-12-30,116.39,0.001808,0.001808,2022-09-30,2022-11-01,2022.0,3.0,2022Q3,89694.0,55919.0,4477.0,9.12,-11011.0,1121.0,11979.0,-4715.0,501.0,2514.0,0.356569569838471,-0.0444952925695998,0.9609560126240406,0.0218855218855218,0.0499141525631591,0.1325536639526277,0.5615367433549252,-0.0107968473644797,-0.041879791154444,-0.6221853748129618,0.033039475388318,3.394474813508022,-0.3251872631287265,0.0410031812306741,-0.0617146852087283,0.9868757538983218,-1.3327745210051027,-0.8384430006803015,2.5560318128277206
stock_297,2022-12-30,45.71,-0.003488,-0.003488,2022-09-30,2022-10-27,2022.0,3.0,2022Q3,33953.0,38185.0,224.0,0.12,-7476.0,-215.0,5637.0,-3103.0,-65.0,3076.0,0.2287749987334441,0.0015555218716643,0.1199861711961702,-0.0839984684711218,0.0065973551674373,-0.052930056710775,13.732142857142858,-0.017650181979463,0.3178564601431576,14.3090227673561,-0.1222339226702182,0.5027293645599907,-0.5613452149507786,0.2512763331664637,0.478543309047972,-3.0838613947817697,3.252335822045427,2.0460311649710494,2.54876052953104
stock_180,2022-12-30,149.79,0.006789,0.006789,2022-09-30,2022-10-27,2022.0,3.0,2022Q3,7492.817,1664.48,-49.168,-0.46,209.461,-622.519,78.154,83.84500000000001,-760.806,128.975,0.4617787146123583,-0.1318031990895699,0.7419890091739176,-0.0237751702730762,-0.0065620179967027,-0.0084360255764208,-2.6231492027334853,-0.0140835471186536,-0.017901194754553,-4.200391385333611,-0.0194334263862308,2.6415383769033687,-0.4384431197014967,0.0550191582855695,-0.1911854141594217,-0.3887841673985101,-0.1858252081768387,-0.1169018785175544,2.524636498385814
stock_368,2022-12-30,104.08,-0.000288,-0.000288,2022-09-30,2022-11-01,2022.0,3.0,2022Q3,77339.0,44030.0,5391.0,11.19,-4146.0,-1256.0,6063.0,-1657.0,-537.0,3144.0,0.3832024826137452,-0.0402079295860383,0.6049592664793901,0.0290539055327842,0.069706099122047,0.1618481491488786,0.5831942125765164,0.019285797268898,0.0329668566733974,0.0202008434574763,0.0070198992919385,2.1703500948900403,0.7114257349404535,0.08475256843816,-0.0384711347527693,0.3047315081176611,0.4529756605081831,0.2849651355468616,2.4553152304369017
stock_284,2022-12-30,375.12,0.0,0.0,2022-09-30,2022-11-01,2022.0,2.0,2022Q3,63081.0,64330.0,926.0,6.51,-1753.0,116.0,636.0,-572.0,77.0,1107.0,0.2396758446514519,-0.0171861153450021,0.5427366792082742,-0.0028693267386376,0.0146795390054057,-0.7413931144915933,1.195464362850972,0.0023511017311462,-0.2196539840568107,1.808745612850972,-0.0227585634350016,1.9563925012889216,0.1278757935466671,-0.0629094484795219,0.0262440309960668,-0.4759578821373385,0.5671682582005505,0.3568032317557104,2.313195733044632
stock_81,2022-12-30,85.2,-0.003625,-0.003625,2022-09-30,2022-11-02,2022.0,3.0,2022Q3,13280.0,6183.0,438.0,2.19,-2370.0,-308.0,3270.0,-966.0,-187.0,990.0,0.4658375039744174,-0.2124955780620032,0.680447451827406,-0.0415662650602409,0.0329819277108433,0.0617162181203325,2.26027397260274,-0.0538094006062244,-0.093327699899364,1.497183843847375,-0.0621279874769882,2.429922561910777,-1.807349895900182,0.0109308326884372,0.0149707478962506,-1.5080894576274095,-0.2733588576880847,-0.1719689394494807,2.2579536224612964
stock_116,2022-12-30,179.49,0.006561,0.006561,2022-09-30,2022-10-28,2022.0,3.0,2022Q3,259735.0,100108.0,11231.0,5.81,-18529.0,-8396.0,37104.0,-9025.0,-2767.0,15267.0,0.319476351810707,-0.0208390475154066,0.598659751871548,-0.0155389146630219,0.0432402256145686,0.0703577715549374,1.3593624788531742,-0.0018174631144184,-0.0048353548280026,0.1735080648108407,-0.0071647443261942,2.148688684693832,-0.0157681099355423,0.0626564073371569,-0.0329239981028207,-0.0671413074392749,0.0811056067380688,0.0510232055112963,2.199711890205128
stock_321,2022-12-30,545.61,0.006661,0.006661,2022-09-30,2022-10-27,2022.0,3.0,2022Q3,42733.0,28790.0,915.0,5.92,-1851.0,-663.0,650.0,-643.0,-195.0,1335.0,0.2985256137509077,0.0231001766496052,0.4394582807267899,-0.0098284698008564,0.021412023494723,0.065624327619594,1.459016393442623,-0.0011580008408212,-0.0036746248381014,1.667261636571587,-0.0370985943415826,1.6012610517753558,0.0069561941566793,0.0633348776126505,0.0211246964776305,-0.8519044206592392,0.9433201889061996,0.5934388730603553,2.194699924835711
stock_448,2022-12-30,126.86,0.004275,0.004275,2022-09-30,2022-10-25,2022.0,3.0,2022Q3,59329.0,35614.0,2817.0,7.2,-6269.0,-2070.0,8478.0,-2627.0,-610.0,2045.0,0.4280005025337606,-0.0505889294660578,0.9330848684214296,0.0130121862832678,0.0474809958030642,0.118785578747628,0.7259495917642883,-0.0254539641782862,-0.0876543983781363,-0.5195223877797134,0.0309156752878524,3.298637542734992,-0.8302544867248945,0.0142469927597327,-0.0580000159782901,0.9311969829469924,-1.8052044928904445,-1.1356467639546295,2.1629907787803626
